Code Set,Code Value,Code Name,Code Definition,UK Recommended Usage
ExternalMandateStatus1Code,ACTV,Active,The mandate is active.,
ExternalMandateStatus1Code,CANC,Cancelled,The mandate is cancelled.,
ExternalMandateStatus1Code,EXPI,Expired,The mandate has passed the end date.,
ExternalMandateStatus1Code,SUSP,Suspended,The mandate is put on hold.,
ExternalMandateSuspensionReason1Code,CTAM,ContractAmended,Mandate suspended due to amendment of the contract.,
ExternalMandateSuspensionReason1Code,CTCA,ContractCancellationInitiatedByDebtor,"Mandate suspended due to cancellation of the contract, requested by the debtor.",
ExternalMandateSuspensionReason1Code,CTEX,ContractExpired,Mandate suspended due to the contract that expired.,
ExternalMandateSuspensionReason1Code,MCFC,MandateSuspendedFinalCollection,Mandate suspended as final collection took place.,
ExternalMandateSuspensionReason1Code,MCOC,MandateSuspendedOnceOffCollection,Mandate suspended as the once off collection took place.,
ExternalMandateSuspensionReason1Code,MSUC,MandateSuspended7ConsecutiveUnsuccessfulCollections,Mandate suspended after 7 consecutive unsuccessful collections.,
ExternalPersonIdentification1Code,ARNU,AlienRegistrationNumber,Number assigned by a social security agency to identify a non-resident person.,
ExternalPersonIdentification1Code,CCPT,PassportNumber,Number assigned by an authority to identify the passport number of a person.,
ExternalPersonIdentification1Code,CUST,CustomerIdentificationNumber,Number assigned by an issuer to identify a customer.,
ExternalPersonIdentification1Code,DRLC,DriversLicenseNumber,Number assigned by an authority to identify a driver's license.,
ExternalPersonIdentification1Code,EMPL,EmployeeIdentificationNumber,Number assigned by a registration authority to an employee.,
ExternalPersonIdentification1Code,NIDN,NationalIdentityNumber,Number assigned by an authority to identify the national identity number of a person.,
ExternalPersonIdentification1Code,SOSE,SocialSecurityNumber,Number assigned by an authority to identify the social security number of a person.,
ExternalPersonIdentification1Code,TELE,TelephoneNumber,Number assigned by a telephone or mobile phone operator to identify a person. A person may have multiple phone numbers.,
ExternalPersonIdentification1Code,TXID,TaxIdentificationNumber,Number assigned by a tax authority to identify a person.,
ExternalPersonIdentification1Code,POID,PersonCommercialIdentification,Commercial identification of the person.,
ExternalProxyAccountType1Code,TELE,TelephoneNumber,A telephone number in the format specified by the 'The international public telecommunication numbering plan ITU-T E.164. ,
ExternalProxyAccountType1Code,EMAL,EmailAddress,Internationalised address of an electronic mail box for internet messages.,
ExternalProxyAccountType1Code,DNAM,DomainName,Internationalised internet domain name.,
ExternalProxyAccountType1Code,CINC,CertificateOfIncorporationNumber,"Corporate Identification issued by a national  institution or regulator, used as account proxy. 
(applied for corporate account proxy).",
ExternalProxyAccountType1Code,COTX,CorporateTaxIdentification,Unique government-issued tax Identification used as account proxy to identify the corporate (for example for government tax) and typically linked to the corporate bank account (applied for corporate account proxy).,
ExternalProxyAccountType1Code,COID,CountryAuthorityIdentification,"Identification issued by a national  institution or regulator (different from a national scheme like a clearing provider), used as account proxy (applied for corporate or individual account proxy).",
ExternalProxyAccountType1Code,CUST,CustomerIdentificationNumber,"Any other customer identification number issued by a corporate, bank or other organization, used as account proxy.
(applied for corporate or individual account proxy).",
ExternalProxyAccountType1Code,DRLC,DriverLicenseNumber,"Unique government-issued Identification used as account proxy to  identify the individual  (for example for government charges, road taxes and tolls,vaccination charges) and typically linked to the individual's bank account (applied for  individual account proxy).",
ExternalProxyAccountType1Code,EIDN,ElectronicIdentification,Government-issued Identification (different from a passport Identification or a national Identification). Used as account proxy to  identify the individual (for example for public benefits) and typically linked to the individual's bank account (applied for  individual account proxy).,
ExternalProxyAccountType1Code,EWAL,EWalletIdentification,"Market-adopted prepaid instruments like e-Wallets, payments to / from e-wallets from / to bank accounts (applied for corporate or individual account proxy).",
ExternalProxyAccountType1Code,PVTX,IndividualTaxIdentification,Unique government-issued  tax Identification  used as account proxy to  identify the individual  for example for government tax) and typically linked to the individual's bank account (applied for  individual account proxy).,
ExternalProxyAccountType1Code,LEIC,LegalEntityIdentifierCode,"Legal Entity Identifier used as account proxy (applied for corporate account proxy).
Use cases: Can be used by corporates as a ""government-issued"" Identification for registration with payment schemes as a proxy. The proxy may be further used for payments and collections using the underlying instant payment rails for a variety of corporate use cases.",
ExternalProxyAccountType1Code,MBNO,MobilePhoneNumber,"Mobile phone number in the format specified by the “The international public telecommunication numbering plan ITU- T E 164"" (applied for corporate or individual account proxy).",
ExternalProxyAccountType1Code,NIDN,NationalIdentificationNumber,"Unique government-issued Identification  used as account proxy to  identify the individual  or corporate for example for public benefits, government subsidies) and typically linked to the individual's / corporate bank account.
(applied for corporate or individual account proxy).",
ExternalProxyAccountType1Code,CCPT,PassportNumber,"Unique government-issued Identification  used as account proxy to  identify the individual  (for example for government charges, road taxes, vaccination charges) and typically linked to the individual's bank account
(applied for  individual account proxy).",
ExternalProxyAccountType1Code,SHID,SchemeIdentificationNumber,"Account proxy issued by a payment scheme (applied for corporate or individual account proxy).
Use cases: Any proxies issued by clearing systems, for example VPA (India), FPS Identifier (Hong Kong), Jompay (Malaysia) CCIN (Canada).",
ExternalProxyAccountType1Code,SOSE,SocialSecurityNumber,Unique government-issued Identification  used as account proxy to identify the individual  (for example for public benefits) and typically linked to the individual's bank account (applied for individual account proxy).,
ExternalProxyAccountType1Code,TOKN,TokenIdentification,"Electronic Identification used, for example, to mask an account number as a means of data secrecy.
(applied for corporate or individual account proxy).",
ExternalProxyAccountType1Code,UBIL,UtilitiesSubscriptionIdentification,"Subscriber Identification for utilities and services. As opposed to a biller Identification, this identification is used for the subscriber of the service (applied for corporate or individual account proxy).",
ExternalProxyAccountType1Code,VIPN,VehicleIdentificationPlateNumber,"Account proxy for receiving insurance claims, pay insurance premium, road tax payments, traffic tickets etc.(applied for corporate or individual account proxy).",
ExternalProxyAccountType1Code,BIID,BillerSubscriberIdentification,"Billers of specific utilities could register for a Biller Identification as supported in the clearing scheme, and use this identification for collections (applied for corporate account proxy).",
ExternalPurpose1Code,BKDF,BankLoanDelayedDrawFunding,"Delayed draw funding. Certain issuers may utilize delayed draw loans whereby the lender is committed to fund cash
within a specified period once a call is made by the issuer. The lender receives a fee for entering into such a
commitment",
ExternalPurpose1Code,BKFE,BankLoanFees,"Bank loan fees. Cash activity related to specific bank loan fees, including (a) agent / assignment fees; (b) amendment fees; (c) commitment fees; (d) consent fees; (e) cost of carry fees; (f) delayed compensation fees; (g)
facility fees; (h) fronting fees; (i) funding fees; (j) letter of credit assignment fees",CHAPS
ExternalPurpose1Code,BKFM,BankLoanFundingMemo,"Bank loan funding memo. Net cash movement for the loan contract final notification when sent separately from the
loan contract final notification instruction.",
ExternalPurpose1Code,BKIP,BankLoanAccruedInterestPayment,Accrued interest payments. Specific to bank loans.,CHAPS
ExternalPurpose1Code,BKPP,BankLoanPrincipalPaydown,Principal paydowns. Specific to bank loans,CHAPS
ExternalPurpose1Code,CBLK,CardBulkClearing,"A Service that is settling money for a bulk of card transactions, while referring to a specific transaction file or other information like terminal ID, card acceptor ID or other transaction details.",
ExternalPurpose1Code,CDCB,CardPaymentWithCashBack,Purchase of Goods and Services with additional Cash disbursement at the POI (Cashback),
ExternalPurpose1Code,CDCD,CashDisbursementCashSettlement,ATM Cash Withdrawal in an unattended or Cash Advance in an attended environment (POI or bank counter),
ExternalPurpose1Code,CDCS,CashDisbursementWithSurcharging,ATM Cash Withdrawal in an unattended or Cash Advance in an attended environment (POI or bank counter) with surcharging.,
ExternalPurpose1Code,CDDP,CardDeferredPayment,"A combined service which enables the card acceptor to perform an authorisation for a temporary amount and a completion for the final amount within a limited time frame. Deferred Payment is only available in the unattended environment.
Examples where this service is widely used are unattended petrol pumps and phone booths",
ExternalPurpose1Code,CDOC,OriginalCredit,"A service which allows the card acceptor to effect a credit to a cardholder' account. Unlike a Merchant Refund, an Original Credit is not preceded by a card payment. This service is used for example for crediting winnings from gaming.",
ExternalPurpose1Code,CDQC,QuasiCash,Purchase of Goods which are equivalent to cash like coupons in casinos.,
ExternalPurpose1Code,ETUP,EPurseTopUp,Transaction is related to a Service that is first reserving money from a card account and then is loading an e-purse application by this amount.,
ExternalPurpose1Code,FCOL,FeeCollection,A Service that is settling card transaction related fees between two parties.,
ExternalPurpose1Code,MTUP,MobileTopUp,A Service that is first reserving money from a card account and then is loading a prepaid mobile phone amount by this amount.,
ExternalPurpose1Code,ACCT,AccountManagement,Transaction moves funds between 2 accounts of same account holder at the same bank.,Both
ExternalPurpose1Code,CASH,CashManagementTransfer,Transaction is a general cash management instruction.,Both
ExternalPurpose1Code,COLL,CollectionPayment,Transaction is a collection of funds initiated via a credit transfer or direct debit.,Both
ExternalPurpose1Code,CSDB,CashDisbursementCashManagement,Transaction is related to cash disbursement.,Both
ExternalPurpose1Code,DEPT,Deposit,Transaction is releted to a payment of deposit.,Both
ExternalPurpose1Code,INTC,IntraCompanyPayment,"Transaction is an intra-company payment, ie, a payment between two companies belonging to the same group.",
ExternalPurpose1Code,INTP,IntraPartyPayment,"Transaction is a payment between two accounts belonging to the same party (intra-party payment), where party is a natural person (identified by a private ID, not organisation ID).",Both
ExternalPurpose1Code,LIMA,LiquidityManagement,"Bank initiated account transfer to support zero target balance management, pooling or sweeping.",Both
ExternalPurpose1Code,NETT,Netting,Transaction is related to a netting operation.,Both
ExternalPurpose1Code,BFWD,BondForward,"Cash collateral related to any securities traded out beyond 3 days which include treasury notes, JGBs and Gilts.",
ExternalPurpose1Code,CCIR,CrossCurrencyIRS,"Cash Collateral related to a Cross Currency Interest Rate Swap, indicating the exchange of fixed interest payments in one currency for those in another.",
ExternalPurpose1Code,CCPC,CCPClearedInitialMargin,Cash Collateral associated with an ISDA or Central Clearing Agreement that is covering the initial margin requirements for OTC trades clearing through a CCP. ,
ExternalPurpose1Code,CCPM,CCPClearedVariationMargin,Cash Collateral associated with an ISDA or Central Clearing Agreement that is covering the variation margin requirements for OTC trades clearing through a CCP. ,
ExternalPurpose1Code,CCSM,CCPClearedInitialMarginSegregatedCash,CCP Segregated initial margin: Initial margin on OTC Derivatives cleared through a CCP that requires segregation,
ExternalPurpose1Code,CRDS,CreditDefaultSwap,Cash collateral related to trading of credit default swap.,
ExternalPurpose1Code,CRPR,CrossProduct,Cash collateral related to a combination of various types of trades.,
ExternalPurpose1Code,CRSP,CreditSupport,Cash collateral related to cash lending/borrowing; letter of Credit; signing of master agreement.,
ExternalPurpose1Code,CRTL,CreditLine,Cash collateral related to opening of a credit line before trading.,
ExternalPurpose1Code,EQPT,EquityOption,Cash collateral related to trading of equity option (Also known as stock options).,
ExternalPurpose1Code,EQUS,EquitySwap,Cash collateral related to equity swap trades where the return of an equity is exchanged for either a fixed or a floating rate of interest.,
ExternalPurpose1Code,EXPT,ExoticOption,Cash collateral related to trading of an exotic option for example a non-standard option.,
ExternalPurpose1Code,EXTD,ExchangeTradedDerivatives,Cash collateral related to trading of exchanged traded derivatives in general (Opposite to Over the Counter (OTC)).,CHAPS
ExternalPurpose1Code,FIXI,FixedIncome,Cash collateral related to a fixed income instrument,
ExternalPurpose1Code,FWBC,ForwardBrokerOwnedCashCollateral,"Cash collateral payment against a Master Forward Agreement (MFA) where the cash is held in a segregated account and is not available for use by the client. Includes any instruments with a forward settling date such TBAs, repurchase agreements and bond forwards",
ExternalPurpose1Code,FWCC,ForwardClientOwnedCashCollateral,"Cash collateral payment against a Master Forward Agreement (MFA) where the cash is owned and may be used by the client when returned. Includes any instruments with a forward settling date such TBAs, repurchase agreements and bond forwards",
ExternalPurpose1Code,FWSB,ForwardBrokerOwnedCashCollateralSegregated,"Any cash payment related to the collateral for a Master Agreement forward, which is segregated, and not available for use by the client. Example master agreement forwards include TBA, repo and Bond Forwards.",
ExternalPurpose1Code,FWSC,ForwardClientOwnedSegregatedCashCollateral,"Any cash payment related to the collateral for a Master agreement forward, which is owned by the client and is available for use by the client when it is returned to them from the segregated account. Example master agreement forwards include TBA, repo and Bond Forwards.",
ExternalPurpose1Code,MARG,DailyMarginOnListedDerivatives,"Daily margin on listed derivatives – not segregated as collateral associated with an FCM agreement. Examples
include listed futures and options margin payments; premiums for listed options not covered in the MT54X message",
ExternalPurpose1Code,MBSB,MBSBrokerOwnedCashCollateral,"MBS Broker Owned Segregated (40Act/Dodd Frank) Cash Collateral - Any cash payment related to the collateral for a Mortgage Back Security, which is segregated, and not available for use by the client.",
ExternalPurpose1Code,MBSC,MBSClientOwnedCashCollateral,"MBS Client Owned Cash Segregated (40Act/Dodd Frank) Cash Collateral - Any cash payment related to the collateral for a Mortgage Back Security, which is owned by the client and is available for use by the client when it is returned to them from the segregated account",
ExternalPurpose1Code,MGCC,FuturesInitialMargin,Initial futures margin. Where such payment is owned by the client and is available for use by them on return,
ExternalPurpose1Code,MGSC,FuturesInitialMarginClientOwnedSegregatedCashCollateral,"Margin Client Owned Segregated Cash Collateral - Any cash payment related to the collateral for initial futures margin, which is owned by the client and is available for use by the client when it is returned to them from the segregated account.",
ExternalPurpose1Code,OCCC,ClientOwnedOCCPledgedCollateral,Client owned collateral identified as eligible for OCC pledging,
ExternalPurpose1Code,OPBC,OTCOptionBrokerOwnedCashCollateral,Cash collateral payment for OTC options associated with an FCM agreement. Where such payment is segregated and not available for use by the client,
ExternalPurpose1Code,OPCC,OTCOptionClientOwnedCashCollateral,Cash collateral payment for OTC options associated with an FCM agreement. Where such payment is not segregated and is available for use by the client upon return,
ExternalPurpose1Code,OPSB,OTCOptionBrokerOwnedSegregatedCashCollateral,"Option Broker Owned Segregated Cash Collateral - Any cash payment related to the collateral for an OTC option, which is segregated, and not available for use by the client.",
ExternalPurpose1Code,OPSC,OTCOptionClientOwnedCashSegregatedCashCollateral,"Option Client Owned Cash Segregated Cash Collateral - Any cash payment related to the collateral for an OTC option, which is owned by the client and is available for use by the client when it is returned to them from the segregated account",
ExternalPurpose1Code,OPTN,FXOption,Cash collateral related to trading of option on Foreign Exchange.,
ExternalPurpose1Code,OTCD,OTCDerivatives,Cash collateral related to Over-the-counter (OTC) Derivatives in general for example contracts which are traded and privately negotiated.,CHAPS
ExternalPurpose1Code,REPO,RepurchaseAgreement,Cash collateral related to a repurchase agreement transaction.,CHAPS
ExternalPurpose1Code,RPBC,BilateralRepoBrokerOwnedCollateral,"Bi-lateral repo broker owned collateral associated with a repo master agreement – GMRA or MRA Master Repo
Agreements",
ExternalPurpose1Code,RPCC,RepoClientOwnedCollateral,Repo client owned collateral associated with a repo master agreement – GMRA or MRA Master Repo Agreements,
ExternalPurpose1Code,RPSB,BilateralRepoBrokerOwnedSegregatedCashCollateral,Bi-lateral repo broker owned segregated cash collateral associated with a repo master agreement,
ExternalPurpose1Code,RPSC,BilateralRepoClientOwnedSegregatedCashCollateral,Repo client owned segregated collateral associated with a repo master agreement,
ExternalPurpose1Code,RVPO,ReverseRepurchaseAgreement,Cash collateral related to a reverse repurchase agreement transaction.,
ExternalPurpose1Code,SBSC,SecuritiesBuySellSellBuyBack,Cash collateral related to a Securities Buy Sell Sell Buy Back,CHAPS
ExternalPurpose1Code,SCIE,SingleCurrencyIRSExotic,Cash collateral related to Exotic single currency interest rate swap.,
ExternalPurpose1Code,SCIR,SingleCurrencyIRS,Cash collateral related to Single Currency Interest Rate Swap.,
ExternalPurpose1Code,SCRP,SecuritiesCrossProducts,Cash collateral related to Combination of securities-related exposure types.,
ExternalPurpose1Code,SHBC,BrokerOwnedCollateralShortSale,Short Sale broker owned collateral associated with a prime broker agreement,
ExternalPurpose1Code,SHCC,ClientOwnedCollateralShortSale,Short Sale client owned collateral associated with a prime brokerage agreement,
ExternalPurpose1Code,SHSL,ShortSell,Cash Collateral related to a Short Sell,
ExternalPurpose1Code,SLEB,SecuritiesLendingAndBorrowing,Cash collateral related to Securities lending and borrowing.,CHAPS
ExternalPurpose1Code,SLOA,SecuredLoan,Cash collateral related to a Secured loan.,
ExternalPurpose1Code,SWBC,SwapBrokerOwnedCashCollateral,"Cash collateral payment for swaps associated with an ISDA agreement. . Where such payment is segregated and
not available for use by the client. Includes any cash collateral payments made under the terms of a CSA agreement
for instruments such as swaps and FX forwards.",
ExternalPurpose1Code,SWCC,SwapClientOwnedCashCollateral,"Cash collateral payment for swaps associated with an ISDA agreement. Where such payment is not segregated and
is available for use by the client upon return. Includes any cash collateral payments made under the terms of a CSA
agreement for instruments such as swaps and FX forwards.",
ExternalPurpose1Code,SWPT,Swaption,Cash collateral related to an option on interest rate swap.,
ExternalPurpose1Code,SWSB,SwapsBrokerOwnedSegregatedCashCollateral,"Swaps Broker Owned Segregated Cash Collateral - Any cash payment related to the collateral for Swap margin ,
which is segregated, and not available for use by the client. This includes any collateral identified in a CSA
agreement such as Swap or FX Forward collateral.",
ExternalPurpose1Code,SWSC,SwapsClientOwnedSegregatedCashCollateral,"Swaps Client Owned Segregated Cash Collateral - Any cash payment related to the collateral for Swap margin,
which is owned by the client and is available for use by the client when returned from the segregated account. This
includes any collateral identified in a CSA agreement such as Swap or FX Forward collateral.",
ExternalPurpose1Code,TBAS,ToBeAnnounced,Cash collateral related to a To Be Announced (TBA),
ExternalPurpose1Code,TBBC,TBABrokerOwnedCashCollateral,Cash collateral payment (segregated) for TBA securities associated with a TBA Master Agreement. Where such payment is segregated and not available for use by the client.,
ExternalPurpose1Code,TBCC,TBAClientOwnedCashCollateral,Cash collateral payment (for use by client)for TBA securities associated with a TBA Master Agreement. Where such payment is not segregated and is available for use by the client upon return.,
ExternalPurpose1Code,TRCP,TreasuryCrossProduct,Cash collateral related to a combination of treasury-related exposure types.,
ExternalPurpose1Code,AGRT,AgriculturalTransfer,Transaction is related to the agricultural domain.,Both
ExternalPurpose1Code,AREN,AccountsReceivablesEntry,Transaction is related to a payment associated with an Account Receivable Entry,NPA
ExternalPurpose1Code,BEXP,BusinessExpenses,Transaction is related to a payment of business expenses.,NPA
ExternalPurpose1Code,BOCE,BackOfficeConversionEntry,Transaction is related to a payment associated with a Back Office Conversion Entry,Both
ExternalPurpose1Code,COMC,CommercialPayment,Transaction is related to a payment of commercial credit or debit. (formerly CommercialCredit),Both
ExternalPurpose1Code,CPYR,Copyright,Transaction is payment of copyright.,Both
ExternalPurpose1Code,GDDS,PurchaseSaleOfGoods,Transaction is related to purchase and sale of goods.,
ExternalPurpose1Code,GDSV,PurchaseSaleOfGoodsAndServices,Transaction is related to purchase and sale of goods and services.,Both
ExternalPurpose1Code,GSCB,PurchaseSaleOfGoodsAndServicesWithCashBack,Transaction is related to purchase and sale of goods and services with cash back.,NPA
ExternalPurpose1Code,LICF,LicenseFee,Transaction is payment of a license fee.,Both
ExternalPurpose1Code,MP2B,MobileP2BPayment,"A service which enables a user to use an app on its mobile to pay a merchant or other business payees by initiating a payment message. Within this context, the account information or an alias of the payee might be transported through different channels to the app, for example QR Code, NFC, Bluetooth, other Networks.",
ExternalPurpose1Code,POPE,PointOfPurchaseEntry,Transaction is related to a payment associated with a Point of Purchase Entry.,
ExternalPurpose1Code,ROYA,Royalties,Transaction is the payment of royalties.,Both
ExternalPurpose1Code,SCVE,PurchaseSaleOfServices,Transaction is related to purchase and sale of services.,
ExternalPurpose1Code,SERV,ServiceCharges,Transaction is related to service charges charged by a service provider.,Both
ExternalPurpose1Code,SUBS,Subscription,Transaction is related to a payment of information or entertainment services either in printed or electronic form.,NPA
ExternalPurpose1Code,SUPP,SupplierPayment,Transaction is related to a payment to a supplier.,Both
ExternalPurpose1Code,TRAD,Commercial,Transaction is related to a trade services operation.,Both
ExternalPurpose1Code,CHAR,CharityPayment,Transaction is a payment for charity reasons.,Both
ExternalPurpose1Code,COMT,ConsumerThirdPartyConsolidatedPayment,"Transaction is a payment used by a third party who can collect funds to pay on behalf of consumers, ie credit counseling or bill payment companies.",Both
ExternalPurpose1Code,MP2P,MobileP2PPayment,A service which enables a user to use an app on its mobile to initiate moving funds from his/her bank account to another person’s bank account while not using the account number  but an alias information like an MSISDN as account addressing information in his/her app.,
ExternalPurpose1Code,ECPG,GuaranteedEPayment,E-Commerce payment with payment guarantee of the issuing bank.,
ExternalPurpose1Code,ECPR,EPaymentReturn,E-Commerce payment return.,NPA
ExternalPurpose1Code,ECPU,NonGuaranteedEPayment,E-Commerce payment without payment guarantee of the issuing bank.,
ExternalPurpose1Code,EPAY,Epayment,Transaction is related to ePayment.,NPA
ExternalPurpose1Code,CLPR,CarLoanPrincipalRepayment,Transaction is a payment of car loan principal payment.,Both
ExternalPurpose1Code,COMP,CompensationPayment,Transaction is related to the payment of a compensation relating to interest loss/value date adjustment and can include fees.,Both
ExternalPurpose1Code,DBTC,DebitCollectionPayment,Collection of funds initiated via a debit transfer.,NPA
ExternalPurpose1Code,GOVI,GovernmentInsurance,Transaction is related to a payment of government insurance.,
ExternalPurpose1Code,HLRP,PropertyLoanRepayment,Transaction is related to a payment of property loan.,Both
ExternalPurpose1Code,HLST,PropertyLoanSettlement,Transaction is related to the settlement of a property loan.,Both
ExternalPurpose1Code,INPC,InsurancePremiumCar,Transaction is a payment of car insurance premium.,NPA
ExternalPurpose1Code,INPR,InsurancePremiumRefund,Transaction is related to an insurance premium refund.,NPA
ExternalPurpose1Code,INSC,PaymentOfInsuranceClaim,Transaction is related to the payment of an insurance claim.,Both
ExternalPurpose1Code,INSU,InsurancePremium,Transaction is payment of an insurance premium.,Both
ExternalPurpose1Code,INTE,Interest,Transaction is payment of interest.,Both
ExternalPurpose1Code,LBRI,LaborInsurance,Transaction is a payment of labor insurance.,NPA
ExternalPurpose1Code,LIFI,LifeInsurance,Transaction is a payment of life insurance.,Both
ExternalPurpose1Code,LOAN,Loan,Transaction is related to transfer of loan to borrower.,Both
ExternalPurpose1Code,LOAR,LoanRepayment,Transaction is related to repayment of loan to lender.,Both
ExternalPurpose1Code,PENO,PaymentBasedOnEnforcementOrder,Payment based on enforcement orders except those arising from judicial alimony decrees.,Both
ExternalPurpose1Code,PPTI,PropertyInsurance,Transaction is a payment of property insurance.,Both
ExternalPurpose1Code,RELG,RentalLeaseGeneral,Transaction is for general rental/lease.,Both
ExternalPurpose1Code,RINP,RecurringInstallmentPayment,Transaction is related to a payment of a recurring installment made at regular intervals.,
ExternalPurpose1Code,TRFD,TrustFund,Transaction is related to a payment of a trust fund.,Both
ExternalPurpose1Code,FORW,ForwardForeignExchange,FX trades with a value date in the future.,CHAPS
ExternalPurpose1Code,FXNT,ForeignExchangeRelatedNetting,FX netting if cash is moved by separate wire instead of within the closing FX instruction,Both
ExternalPurpose1Code,ADMG,AdministrativeManagement,Transaction is related to a payment associated with administrative management.,
ExternalPurpose1Code,ADVA,AdvancePayment,Transaction is an advance payment.,
ExternalPurpose1Code,BCDM,BearerChequeDomestic,Transaction is the payment of a domestic bearer cheque.,
ExternalPurpose1Code,BCFG,BearerChequeForeign,Transaction is the payment of a foreign bearer cheque.,
ExternalPurpose1Code,BLDM,BuildingMaintenance,Transaction is related to a payment associated with building maintenance.,Both
ExternalPurpose1Code,BNET,BondForwardNetting,Bond Forward pair-off cash net movement,CHAPS
ExternalPurpose1Code,CBFF,CapitalBuilding,"Transaction is related to capital building fringe fortune, ie capital building in general",
ExternalPurpose1Code,CBFR,CapitalBuildingRetirement,Transaction is related to capital building fringe fortune for retirement,
ExternalPurpose1Code,CCRD,CreditCardPayment,Transaction is related to a payment of credit card account.,
ExternalPurpose1Code,CDBL,CreditCardBill,Transaction is related to a payment of credit card bill.,Both
ExternalPurpose1Code,CFEE,CancellationFee,Transaction is related to a payment of cancellation fee.,
ExternalPurpose1Code,CGDD,CardGeneratedDirectDebit,Transaction is related to a direct debit where the mandate was generated by using data from a payment card at the point of sale.,
ExternalPurpose1Code,CORT,TradeSettlementPayment,"Transaction is related to settlement of a trade, e.g. a foreign exchange deal or a securities transaction.",CHAPS
ExternalPurpose1Code,COST,Costs,Transaction is related to payment of costs.,
ExternalPurpose1Code,CPKC,CarparkCharges,Transaction is related to carpark charges.,NPA
ExternalPurpose1Code,DCRD,DebitCardPayment,Transaction is related to a debit card payment.,
ExternalPurpose1Code,DSMT,PrintedOrderDisbursement,"Transaction is the payment of a disbursement due to a specific type of printed order for a payment of a  specified sum, issued by a bank or a post office (Zahlungsanweisung zur Verrechnung)",
ExternalPurpose1Code,DVPM,DeliverAgainstPayment,Code used to pre-advise the account servicer of a forthcoming deliver against payment instruction.,
ExternalPurpose1Code,EDUC,Education,Transaction is related to a payment of study/tuition fees.,Both
ExternalPurpose1Code,FACT,FactorUpdateRelatedPayment,Payment related to a factor update,
ExternalPurpose1Code,FAND,FinancialAidInCaseOfNaturalDisaster,Financial aid by State authorities for abolition of consequences of natural disasters.,Both
ExternalPurpose1Code,FCPM,LatePaymentOfFeesAndCharges,Transaction is the payment for late fees & charges. E.g Credit card charges,
ExternalPurpose1Code,FEES,PaymentOfFees,Payment of fees/charges.,Both
ExternalPurpose1Code,GIFT,Gift,Payment with no commercial or statutory purpose.,Both
ExternalPurpose1Code,GOVT,GovernmentPayment,Transaction is a payment to or from a government department.,Both
ExternalPurpose1Code,ICCP,IrrevocableCreditCardPayment,Transaction is reimbursement of credit card payment.,
ExternalPurpose1Code,IDCP,IrrevocableDebitCardPayment,Transaction is reimbursement of debit card payment.,
ExternalPurpose1Code,IHRP,InstalmentHirePurchaseAgreement,Transaction is payment for an installment/hire-purchase agreement.,
ExternalPurpose1Code,INSM,Installment,Transaction is related to a payment of an installment.,Both
ExternalPurpose1Code,IVPT,InvoicePayment,Transaction is the payment for invoices.,Both
ExternalPurpose1Code,MCDM,MultiCurrenyChequeDomestic,Transaction is the payment of a domestic multi-currency cheque,
ExternalPurpose1Code,MCFG,MultiCurrenyChequeForeign,Transaction is the payment of a foreign multi-currency cheque,
ExternalPurpose1Code,MSVC,MultipleServiceTypes,Transaction is related to a payment for multiple service types.,
ExternalPurpose1Code,NOWS,NotOtherwiseSpecified,Transaction is related to a payment for type of services not specified elsewhere.,
ExternalPurpose1Code,OCDM,OrderChequeDomestic,Transaction is the payment of a domestic order cheque,
ExternalPurpose1Code,OCFG,OrderChequeForeign,Transaction is the payment of a foreign order cheque,
ExternalPurpose1Code,OFEE,OpeningFee,Transaction is related to a payment of opening fee.,
ExternalPurpose1Code,OTHR,Other,Other payment purpose.,
ExternalPurpose1Code,PADD,PreauthorizedDebit,Transaction is related to a pre-authorized debit origination,
ExternalPurpose1Code,PTSP,PaymentTerms,Transaction is related to payment terms specifications,
ExternalPurpose1Code,RCKE,RepresentedCheckEntry,Transaction is related to a payment associated with a re-presented check entry,
ExternalPurpose1Code,RCPT,ReceiptPayment,Transaction is related to a payment of receipt.,
ExternalPurpose1Code,REBT,Rebate,Transaction is the payment of a rebate.,Both
ExternalPurpose1Code,REFU,Refund,Transaction is the payment of a refund.,Both
ExternalPurpose1Code,RENT,Rent,Transaction is the payment of rent.,Both
ExternalPurpose1Code,REOD,AccountOverdraftRepayment,Transaction is for account overdraft repayment,NPA
ExternalPurpose1Code,RIMB,ReimbursementOfAPreviousErroneousTransaction,Transaction is related to a reimbursement of a previous erroneous transaction.,
ExternalPurpose1Code,RPNT,BilateralRepoInternetNetting,Bi-lateral repo interest net/bulk payment at rollover/pair-off or other closing scenarios where applicable,
ExternalPurpose1Code,RRBN,RoundRobin,Cash payment resulting from a Round Robin,
ExternalPurpose1Code,RRCT,ReimbursementReceivedCreditTransfer,Transaction is related to a reimbursement for commercial reasons of a correctly received credit transfer.,
ExternalPurpose1Code,RRTP,RelatedRequestToPay,Transaction is related to a Request to Pay.,
ExternalPurpose1Code,RVPM,ReceiveAgainstPayment,Code used to pre-advise the account servicer of a forthcoming receive against payment instruction.,
ExternalPurpose1Code,SLPI,PaymentSlipInstruction,Transaction is payment of a well formatted payment slip.,
ExternalPurpose1Code,SPLT,SplitPayments,"Split payments. To be used when cash and security movements for a security trade settlement are instructed
separately.",
ExternalPurpose1Code,STDY,Study,Transaction is related to a payment of study/tuition costs.,
